year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,coach_experience,player_average_height,player_average_weight,player_total_GP,player_total_GS,player_total_points,player_total_oRebounds,player_total_dRebounds,player_total_rebounds,player_total_assists,player_total_steals,player_total_blocks,player_total_turnovers,player_total_PF,player_total_fgAttempted,player_total_fgMade,player_total_ftAttempted,player_total_ftMade,player_total_threeAttempted,player_total_threeMade,player_total_dq,player_total_PostGP,player_total_PostGS,player_total_PostMinutes,player_total_PostPoints,player_total_PostoRebounds,player_total_PostdRebounds,player_total_PostRebounds,player_total_PostAssists,player_total_PostSteals,player_total_PostBlocks,player_total_PostTurnovers,player_total_PostPF,player_total_PostfgAttempted,player_total_PostfgMade,player_total_PostftAttempted,player_total_PostftMade,player_total_PostthreeAttempted,player_total_PostthreeMade,player_total_PostDQ,player_total_awards,winrate,home_winrate,away_winrate,conf_winrate,o_fg_pct,o_ft_pct,o_3p_pct,o_oreb_pct,o_dreb_pct,d_fg_pct,d_ft_pct,d_3p_pct,d_oreb_pct,d_dreb_pct,pts_diff
8,CHI,CHI,EA,6.0,N,,,,925.0,2277.0,489.0,723.0,186.0,544.0,383.0,782.0,1165.0,597.0,634.0,262.0,510.0,112.0,2525.0,963.0,2243.0,501.0,642.0,184.0,481.0,379.0,846.0,1225.0,584.0,683.0,242.0,566.0,138.0,2611.0,14.0,20.0,34.0,6.0,11.0,8.0,9.0,6.0,14.0,6972.0,0.0,181.07142857142858,75.78571428571429,348.0,170.0,2525.0,383.0,782.0,1165.0,597.0,262.0,112.0,493.0,634.0,2277.0,925.0,723.0,489.0,544.0,186.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.3,0.4062362758014932,0.6763485477178424,0.34191176470588236,0.32875536480686696,0.671244635193133,0.4293357111012037,0.780373831775701,0.38253638253638256,0.3093877551020408,0.6906122448979591,-86.0
9,CHI,CHI,EA,5.0,N,,,,899.0,2100.0,564.0,812.0,110.0,341.0,357.0,770.0,1127.0,548.0,639.0,269.0,525.0,149.0,2472.0,917.0,2203.0,506.0,655.0,170.0,508.0,366.0,794.0,1160.0,531.0,681.0,255.0,522.0,124.0,2510.0,12.0,22.0,34.0,8.0,9.0,4.0,13.0,10.0,10.0,6875.0,0.0,183.3846153846154,76.84615384615384,339.0,170.0,2472.0,357.0,770.0,1127.0,548.0,269.0,149.0,485.0,639.0,2100.0,899.0,812.0,564.0,341.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.47058823529411764,0.23529411764705882,0.5,0.4280952380952381,0.6945812807881774,0.3225806451612903,0.3167701863354037,0.6832298136645962,0.41625056740807986,0.7725190839694657,0.3346456692913386,0.31551724137931036,0.6844827586206896,-38.0
10,CHI,CHI,EA,5.0,N,,,,930.0,2136.0,527.0,693.0,186.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,16.0,18.0,34.0,12.0,5.0,4.0,13.0,10.0,12.0,6825.0,350.0,182.16666666666666,74.08333333333333,333.0,165.0,2513.0,293.0,757.0,1050.0,529.0,244.0,134.0,490.0,584.0,2093.0,907.0,671.0,513.0,469.0,186.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.7058823529411765,0.23529411764705882,0.45454545454545453,0.4353932584269663,0.7604617604617605,0.39490445859872614,0.283471837488458,0.716528162511542,0.44248567650947557,0.7814029363784666,0.3473861720067454,0.31055363321799306,0.6894463667820069,-120.0
1,CLE,CLE,EA,2.0,Y,W,L,,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,0.0,179.69230769230768,73.23076923076923,313.0,160.0,2185.0,331.0,603.0,934.0,539.0,259.0,91.0,529.0,647.0,1828.0,809.0,570.0,426.0,407.0,141.0,7.0,61.0,30.0,1200.0,358.0,72.0,133.0,205.0,97.0,52.0,13.0,81.0,90.0,340.0,136.0,89.0,63.0,91.0,23.0,0.0,0.0,0.53125,0.8125,0.25,0.6190476190476191,0.4425601750547046,0.7473684210526316,0.3464373464373464,0.354389721627409,0.645610278372591,0.4395229982964225,0.7804459691252144,0.3233695652173913,0.3172966781214204,0.6827033218785796,63.0
2,CLE,CLE,EA,1.0,Y,L,,,763.0,1770.0,372.0,505.0,106.0,335.0,297.0,662.0,959.0,503.0,532.0,267.0,444.0,83.0,2004.0,664.0,1745.0,328.0,444.0,132.0,417.0,297.0,594.0,891.0,434.0,597.0,225.0,496.0,127.0,1788.0,22.0,10.0,32.0,14.0,2.0,8.0,8.0,15.0,6.0,6425.0,106.0,182.06666666666666,76.93333333333334,304.0,160.0,2004.0,297.0,662.0,959.0,503.0,267.0,83.0,431.0,532.0,1770.0,763.0,505.0,372.0,335.0,106.0,1.0,27.0,15.0,600.0,179.0,36.0,48.0,84.0,53.0,24.0,12.0,35.0,54.0,162.0,68.0,41.0,34.0,33.0,9.0,0.0,0.0,0.6875,0.875,0.5,0.7142857142857143,0.43107344632768363,0.7366336633663366,0.3164179104477612,0.3096976016684046,0.6903023983315955,0.3805157593123209,0.7387387387387387,0.31654676258992803,0.3333333333333333,0.6666666666666666,216.0
3,CLE,CLE,EA,7.0,N,,,,760.0,1820.0,430.0,553.0,121.0,374.0,295.0,674.0,969.0,480.0,567.0,221.0,451.0,83.0,2071.0,797.0,1834.0,397.0,521.0,149.0,441.0,278.0,640.0,918.0,530.0,613.0,242.0,428.0,109.0,2140.0,10.0,22.0,32.0,4.0,12.0,6.0,10.0,7.0,14.0,6550.0,311.0,181.23076923076923,75.76923076923077,304.0,160.0,2071.0,295.0,674.0,969.0,480.0,221.0,83.0,440.0,567.0,1820.0,760.0,553.0,430.0,374.0,121.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.25,0.375,0.3333333333333333,0.4175824175824176,0.7775768535262206,0.3235294117647059,0.304437564499484,0.695562435500516,0.4345692475463468,0.761996161228407,0.3378684807256236,0.3028322440087146,0.6971677559912854,-69.0
4,CLE,CLE,EA,4.0,Y,L,,,815.0,1975.0,464.0,643.0,135.0,425.0,349.0,720.0,1069.0,517.0,639.0,226.0,466.0,86.0,2229.0,809.0,1927.0,465.0,607.0,127.0,355.0,300.0,704.0,1004.0,510.0,659.0,223.0,467.0,135.0,2210.0,17.0,17.0,34.0,11.0,6.0,6.0,11.0,13.0,11.0,6825.0,435.0,181.54545454545453,74.72727272727273,332.0,170.0,2229.0,349.0,720.0,1069.0,517.0,226.0,86.0,450.0,639.0,1975.0,815.0,643.0,464.0,425.0,135.0,4.0,31.0,15.0,600.0,203.0,22.0,74.0,96.0,42.0,22.0,12.0,39.0,67.0,173.0,67.0,77.0,59.0,35.0,10.0,0.0,0.0,0.5,0.6470588235294118,0.35294117647058826,0.5416666666666666,0.41265822784810124,0.7216174183514774,0.3176470588235294,0.3264733395696913,0.6735266604303087,0.419823559937727,0.7660626029654036,0.35774647887323946,0.29880478087649404,0.701195219123506,19.0
4,CON,CON,EA,3.0,Y,W,L,,864.0,2102.0,479.0,646.0,177.0,549.0,333.0,762.0,1095.0,520.0,663.0,270.0,434.0,111.0,2384.0,864.0,2104.0,509.0,673.0,172.0,536.0,366.0,812.0,1178.0,553.0,669.0,252.0,476.0,88.0,2409.0,18.0,16.0,34.0,10.0,7.0,8.0,9.0,11.0,13.0,6875.0,0.0,181.63636363636363,76.45454545454545,336.0,170.0,2384.0,333.0,762.0,1095.0,520.0,270.0,111.0,428.0,663.0,2102.0,864.0,646.0,479.0,549.0,177.0,5.0,37.0,20.0,800.0,272.0,26.0,83.0,109.0,65.0,26.0,13.0,38.0,75.0,221.0,103.0,67.0,54.0,48.0,12.0,0.0,0.0,0.5294117647058824,0.5882352941176471,0.47058823529411764,0.4583333333333333,0.4110371075166508,0.7414860681114551,0.3224043715846995,0.3041095890410959,0.6958904109589041,0.41064638783269963,0.7563150074294205,0.3208955223880597,0.31069609507640067,0.6893039049235993,-25.0
5,CON,CON,EA,1.0,Y,W,W,L,876.0,2051.0,434.0,590.0,149.0,467.0,321.0,724.0,1045.0,572.0,610.0,299.0,462.0,96.0,2335.0,858.0,1996.0,443.0,599.0,145.0,384.0,306.0,757.0,1063.0,565.0,627.0,239.0,492.0,113.0,2304.0,18.0,16.0,34.0,10.0,7.0,8.0,9.0,14.0,6.0,6900.0,260.0,179.8181818181818,75.0,330.0,170.0,2335.0,321.0,724.0,1045.0,572.0,299.0,96.0,444.0,610.0,2051.0,876.0,590.0,434.0,467.0,149.0,1.0,75.0,40.0,1600.0,529.0,78.0,173.0,251.0,114.0,71.0,20.0,103.0,128.0,470.0,191.0,143.0,110.0,102.0,37.0,0.0,1.0,0.5294117647058824,0.5882352941176471,0.47058823529411764,0.7,0.4271087274500244,0.735593220338983,0.31905781584582443,0.307177033492823,0.692822966507177,0.42985971943887774,0.7395659432387313,0.3776041666666667,0.2878645343367827,0.7121354656632173,31.0
6,CON,CON,EA,1.0,Y,W,W,W,916.0,2025.0,512.0,688.0,130.0,373.0,322.0,788.0,1110.0,573.0,624.0,236.0,452.0,130.0,2474.0,835.0,2100.0,452.0,599.0,122.0,400.0,350.0,728.0,1078.0,495.0,675.0,258.0,442.0,79.0,2244.0,26.0,8.0,34.0,14.0,3.0,12.0,5.0,13.0,7.0,6800.0,572.0,182.0,78.83333333333333,322.0,170.0,2474.0,322.0,788.0,1110.0,573.0,236.0,130.0,442.0,624.0,2025.0,916.0,688.0,512.0,373.0,130.0,1.0,74.0,40.0,1650.0,554.0,70.0,190.0,260.0,108.0,54.0,41.0,103.0,135.0,445.0,187.0,192.0,139.0,114.0,41.0,0.0,0.0,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.65,0.4523456790123457,0.7441860465116279,0.3485254691689008,0.29009009009009007,0.7099099099099099,0.3976190476190476,0.7545909849749582,0.305,0.3246753246753247,0.6753246753246753,230.0
7,CON,CON,EA,1.0,Y,W,L,,982.0,2216.0,545.0,675.0,174.0,510.0,342.0,926.0,1268.0,630.0,530.0,252.0,514.0,153.0,2683.0,948.0,2357.0,358.0,500.0,163.0,508.0,370.0,783.0,1153.0,528.0,646.0,273.0,486.0,103.0,2417.0,26.0,8.0,34.0,14.0,3.0,12.0,5.0,15.0,5.0,6825.0,1104.0,181.64285714285714,78.78571428571429,347.0,170.0,2683.0,342.0,926.0,1268.0,630.0,252.0,153.0,486.0,530.0,2216.0,982.0,675.0,545.0,510.0,174.0,1.0,48.0,25.0,1000.0,335.0,61.0,123.0,184.0,72.0,28.0,28.0,68.0,84.0,340.0,121.0,96.0,67.0,91.0,26.0,0.0,1.0,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.75,0.44314079422382674,0.8074074074074075,0.3411764705882353,0.2697160883280757,0.7302839116719243,0.402206194314807,0.716,0.32086614173228345,0.32090199479618386,0.6790980052038161,266.0
8,CON,CON,EA,3.0,Y,L,,,1001.0,2327.0,478.0,615.0,195.0,572.0,354.0,868.0,1222.0,619.0,641.0,272.0,540.0,156.0,2675.0,976.0,2317.0,475.0,626.0,166.0,485.0,337.0,842.0,1179.0,581.0,633.0,246.0,524.0,85.0,2593.0,18.0,16.0,34.0,8.0,9.0,10.0,7.0,10.0,10.0,6925.0,1713.0,182.30769230769232,78.15384615384616,344.0,170.0,2675.0,354.0,868.0,1222.0,619.0,272.0,156.0,522.0,641.0,2327.0,1001.0,615.0,478.0,572.0,195.0,4.0,29.0,15.0,701.0,240.0,26.0,92.0,118.0,58.0,19.0,15.0,48.0,57.0,231.0,94.0,42.0,32.0,69.0,20.0,0.0,0.0,0.5294117647058824,0.47058823529411764,0.5882352941176471,0.5,0.4301675977653631,0.7772357723577236,0.3409090909090909,0.2896890343698854,0.7103109656301145,0.421234354769098,0.7587859424920128,0.3422680412371134,0.2858354537743851,0.714164546225615,82.0
9,CON,CON,EA,2.0,Y,L,,,965.0,2286.0,539.0,723.0,221.0,669.0,370.0,869.0,1239.0,607.0,629.0,211.0,487.0,97.0,2690.0,955.0,2284.0,472.0,638.0,159.0,496.0,360.0,840.0,1200.0,554.0,703.0,252.0,499.0,104.0,2541.0,21.0,13.0,34.0,13.0,4.0,8.0,9.0,13.0,7.0,6850.0,2181.0,180.07692307692307,75.84615384615384,330.0,169.0,2606.0,322.0,818.0,1140.0,594.0,201.0,96.0,434.0,589.0,2214.0,935.0,682.0,515.0,667.0,221.0,3.0,28.0,15.0,572.0,194.0,32.0,64.0,96.0,40.0,21.0,4.0,36.0,45.0,199.0,71.0,50.0,40.0,55.0,12.0,0.0,0.0,0.6176470588235294,0.7647058823529411,0.47058823529411764,0.65,0.4221347331583552,0.7455048409405256,0.3303437967115097,0.2986279257465698,0.7013720742534302,0.4181260945709282,0.7398119122257053,0.32056451612903225,0.3,0.7,149.0
10,CON,CON,EA,6.0,N,,,,966.0,2381.0,517.0,692.0,202.0,639.0,358.0,826.0,1184.0,608.0,677.0,250.0,453.0,130.0,2651.0,953.0,2236.0,591.0,746.0,157.0,488.0,329.0,945.0,1274.0,525.0,684.0,248.0,549.0,125.0,2654.0,16.0,18.0,34.0,12.0,5.0,4.0,13.0,10.0,12.0,6975.0,2792.0,181.42857142857142,76.28571428571429,338.0,170.0,2651.0,358.0,826.0,1184.0,608.0,250.0,130.0,440.0,677.0,2381.0,966.0,692.0,517.0,639.0,202.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.7058823529411765,0.23529411764705882,0.45454545454545453,0.40571188576228473,0.7471098265895953,0.3161189358372457,0.30236486486486486,0.6976351351351351,0.42620751341681573,0.792225201072386,0.32172131147540983,0.25824175824175827,0.7417582417582418,-3.0
1,DET,DET,EA,5.0,N,,,,868.0,1980.0,519.0,699.0,76.0,273.0,341.0,644.0,985.0,503.0,701.0,260.0,530.0,88.0,2331.0,905.0,1967.0,480.0,652.0,136.0,372.0,331.0,640.0,971.0,513.0,672.0,284.0,543.0,148.0,2426.0,14.0,18.0,32.0,8.0,8.0,6.0,10.0,10.0,11.0,6425.0,0.0,180.92307692307693,73.3076923076923,327.0,160.0,2331.0,341.0,644.0,985.0,503.0,260.0,88.0,519.0,701.0,1980.0,868.0,699.0,519.0,273.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5,0.375,0.47619047619047616,0.4383838383838384,0.7424892703862661,0.2783882783882784,0.3461928934010152,0.6538071065989848,0.46009150991357395,0.7361963190184049,0.3655913978494624,0.3408856848609681,0.659114315139032,-95.0
